DATE,Temperature,Ws,Rain,RH,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region,fire_label
2021-06-26,32,13,1.1,48,88.1,11.7,9.7,1.1,11.2,0.7,not fire,Bouira,0
2021-06-27,32,14,1.9,67,84.7,13.8,18.9,3.2,13.5,4.0,not fire,Bouira,0
2021-06-28,41,12,0.0,39,70.9,18.1,28.2,7.0,17.8,10.0,not fire,Bouira,0
2021-06-29,37,12,0.0,42,88.5,23.3,37.4,9.8,23.0,14.8,fire,Bouira,1
2021-06-30,39,14,0.0,40,90.8,28.2,46.7,10.3,27.9,17.0,fire,Bouira,1
2021-07-01,34,13,0.0,66,86.7,8.8,24.8,5.1,9.3,5.3,not fire,Bouira,0
2021-07-02,38,13,0.0,39,92.2,14.4,35.4,11.2,14.4,13.2,fire,Bouira,1
2021-07-03,37,14,0.0,26,94.8,21.0,45.7,17.0,21.0,21.3,fire,Bouira,1
2021-07-04,37,15,0.0,25,95.1,27.7,56.1,18.6,27.6,25.8,fire,Bouira,1
2021-07-05,40,13,0.0,20,96.6,35.5,67.0,20.7,35.3,31.1,fire,Bouira,1
2021-07-06,38,15,0.0,21,96.7,42.7,77.5,23.1,42.5,36.4,fire,Bouira,1
2021-07-07,35,15,0.0,29,95.5,48.7,87.5,19.8,48.5,35.0,fire,Bouira,1
2021-07-08,30,15,0.0,67,88.2,51.1,96.7,7.1,51.0,17.5,fire,Bouira,1
2021-07-09,34,15,0.0,83,84.8,52.5,106.5,4.4,52.4,12.3,not fire,Bouira,0
2021-07-10,38,13,0.0,57,88.9,56.5,117.0,7.0,56.4,18.3,fire,Bouira,1
2021-07-11,42,14,0.0,34,94.0,63.2,128.3,15.2,63.0,33.3,fire,Bouira,1
2021-07-12,41,16,0.0,19,97.0,71.2,139.4,25.3,71.0,48.9,fire,Bouira,1
2021-07-13,31,16,0.2,67,75.8,48.6,140.5,1.8,52.1,5.6,not fire,Bouira,0
2021-07-14,29,15,0.0,85,79.7,49.6,149.4,2.4,54.2,7.4,not fire,Bouira,0
2021-07-15,32,16,0.6,55,75.4,25.7,127.6,1.8,34.2,4.0,not fire,Bouira,0
2021-07-16,33,15,0.1,83,71.2,22.5,137.3,1.4,31.9,2.9,not fire,Bouira,0
2021-07-17,33,14,0.0,47,88.4,26.7,146.9,6.9,36.7,14.4,fire,Bouira,1
2021-07-18,34,14,0.0,38,91.7,31.8,156.7,11.1,42.2,22.0,fire,Bouira,1
2021-07-19,32,15,0.0,51,90.9,35.6,166.2,10.3,46.4,21.9,fire,Bouira,1
2021-07-20,34,14,0.0,50,90.9,39.8,176.0,9.9,50.8,22.3,fire,Bouira,1
2021-07-21,38,16,0.0,33,92.8,45.3,185.8,14.3,56.3,30.2,fire,Bouira,1
2021-07-22,40,19,0.0,23,96.0,52.7,196.7,25.7,63.1,46.8,fire,Bouira,1
2021-07-23,41,14,0.0,22,96.4,60.4,207.8,21.2,70.0,43.4,fire,Bouira,1
2021-07-24,42,13,0.0,23,96.4,68.2,219.1,20.3,76.7,44.1,fire,Bouira,1
2021-07-25,38,14,0.1,33,91.7,62.4,229.6,11.1,74.4,29.2,fire,Bouira,1
2021-07-26,32,13,1.1,48,76.2,28.1,169.0,1.6,39.7,4.0,not fire,Bouira,0
2021-07-27,32,14,1.9,67,66.1,11.5,76.2,1.1,16.7,0.9,not fire,Bouira,0
2021-07-28,41,12,0.0,39,91.9,17.6,87.3,10.3,23.4,15.6,fire,Bouira,1
2021-07-29,37,12,0.0,42,92.0,22.8,97.7,10.4,28.8,17.3,fire,Bouira,1
2021-07-30,39,14,0.0,40,92.4,28.4,108.4,12.2,34.3,21.3,fire,Bouira,1
2021-07-31,39,12,0.0,32,93.9,34.8,119.1,13.7,40.2,24.9,fire,Bouira,1
2021-08-01,32,14,0.0,60,87.3,8.7,23.8,5.9,9.1,6.1,not fire,Bouira,0
2021-08-02,33,14,0.0,67,87.4,11.1,32.7,6.0,12.0,7.0,not fire,Bouira,0
2021-08-03,30,14,0.1,86,69.3,9.2,41.1,1.2,11.8,0.8,not fire,Bouira,0
2021-08-04,30,15,0.0,88,76.3,10.0,49.5,1.8,13.3,1.8,not fire,Bouira,0
2021-08-05,32,15,0.0,82,81.4,11.2,58.3,2.8,15.2,3.8,not fire,Bouira,0
2021-08-06,36,13,0.0,39,91.5,15.9,67.8,11.1,20.1,15.3,not fire,Bouira,0
2021-08-07,35,14,0.0,32,93.2,21.0,77.8,13.6,25.0,19.8,fire,Bouira,1
2021-08-08,33,14,0.0,48,91.6,24.6,86.0,11.0,28.7,18.0,fire,Bouira,1
2021-08-09,37,10,0.0,69,77.9,24.8,95.7,1.5,30.1,3.1,not fire,Bouira,0
2021-08-10,42,27,0.0,19,97.0,32.0,106.2,44.2,36.5,51.5,fire,Bouira,1
2021-08-11,42,17,0.0,21,97.1,39.0,116.8,26.9,42.5,40.2,fire,Bouira,1
2021-08-12,42,15,0.0,15,98.0,46.6,127.4,27.6,48.7,43.5,fire,Bouira,1
2021-08-13,41,16,0.0,16,98.1,53.9,137.8,29.2,54.5,47.4,fire,Bouira,1
2021-08-14,43,19,0.0,19,98.1,61.2,148.5,34.2,61.2,55.2,fire,Bouira,1
2021-08-15,41,17,0.0,20,98.2,68.2,158.5,31.2,68.1,54.6,fire,Bouira,1
2021-08-16,37,15,0.0,22,97.3,74.3,168.5,25.0,74.2,49.6,fire,Bouira,1
2021-08-17,32,15,0.0,77,86.5,75.9,177.3,5.8,75.8,18.8,fire,Bouira,1
2021-08-18,34,14,0.0,82,85.0,77.2,186.4,4.3,77.2,15.0,not fire,Bouira,0
2021-08-19,36,14,0.0,60,88.0,80.3,195.9,6.5,80.2,21.0,fire,Bouira,1
2021-08-20,35,14,0.1,52,85.7,68.9,205.2,4.7,74.9,15.9,fire,Bouira,1
2021-08-21,39,14,0.0,40,92.2,73.9,215.2,11.8,79.5,31.5,fire,Bouira,1
2021-08-22,40,16,0.0,21,96.4,80.6,225.4,23.3,85.1,50.5,fire,Bouira,1
2021-08-23,38,10,0.1,21,94.0,72.0,235.3,12.5,81.6,33.1,fire,Bouira,1
2021-08-24,35,10,0.0,53,91.2,75.5,244.6,8.4,85.2,25.9,fire,Bouira,1
2021-08-25,33,14,0.8,51,77.2,36.8,200.6,1.8,50.5,5.4,not fire,Bouira,0
2021-08-26,36,15,0.3,61,78.8,23.1,194.0,2.1,35.6,5.1,not fire,Bouira,0
2021-08-27,39,16,0.0,56,88.7,26.6,203.8,8.0,40.2,16.9,fire,Bouira,1
2021-08-28,38,16,0.1,29,92.9,27.8,213.9,14.6,41.9,26.6,fire,Bouira,1
2021-08-29,36,17,0.0,66,89.0,30.4,223.3,8.7,45.3,19.2,fire,Bouira,1
2021-08-30,34,13,0.1,60,83.0,28.0,232.5,3.1,43.1,8.2,not fire,Bouira,0
2021-08-31,37,14,0.9,66,74.6,13.1,184.2,1.5,22.3,2.4,not fire,Bouira,0
2021-09-01,40,16,3.1,70,75.5,4.3,8.9,1.8,4.2,0.7,not fire,Bouira,0
2021-09-02,35,16,0.4,78,67.0,3.0,8.0,1.3,3.1,0.5,not fire,Bouira,0
2021-09-03,34,15,0.7,92,38.6,1.4,7.8,0.1,1.9,0.0,not fire,Bouira,0
2021-09-04,36,14,0.4,90,43.6,0.7,8.2,0.1,1.1,0.0,not fire,Bouira,0
2021-09-05,38,14,0.0,67,82.2,3.0,16.7,3.0,4.1,1.6,not fire,Bouira,0
2021-09-06,39,17,0.0,35,93.0,7.6,25.5,15.5,8.7,13.6,fire,Bouira,1
2021-09-07,40,11,0.0,31,94.3,12.6,34.4,13.7,13.2,14.8,fire,Bouira,1
2021-09-08,38,14,0.0,39,94.0,16.9,42.9,15.3,17.0,18.0,fire,Bouira,1
2021-09-09,34,16,0.0,70,88.0,18.8,50.7,7.2,19.5,10.7,not fire,Bouira,0
2021-09-10,33,17,0.0,74,86.8,20.3,58.4,6.4,21.7,10.3,not fire,Bouira,0
2021-09-11,33,17,0.0,71,86.9,22.1,66.0,6.4,24.1,10.9,not fire,Bouira,0
2021-09-12,37,16,0.0,48,90.4,25.6,74.4,10.2,27.5,16.7,fire,Bouira,1
2021-09-13,39,17,0.0,37,92.9,30.1,83.1,15.3,31.6,24.0,fire,Bouira,1
2021-09-14,41,16,0.0,30,94.7,35.4,92.2,18.6,36.1,29.2,fire,Bouira,1
2021-09-15,39,28,0.0,42,93.7,39.5,100.9,29.5,39.9,41.4,fire,Bouira,1
2021-09-16,38,8,0.0,84,85.3,40.6,109.5,3.3,42.1,8.5,not fire,Bouira,0
2021-09-17,34,11,0.3,47,80.6,25.7,104.0,2.7,31.8,5.9,not fire,Bouira,0
2021-09-18,32,16,0.0,88,80.9,26.4,111.5,2.8,33.2,6.3,not fire,Bouira,0
2021-09-19,32,17,0.0,80,83.0,27.6,119.0,3.8,34.9,8.6,not fire,Bouira,0
2021-09-20,31,14,0.5,73,64.8,13.9,102.4,1.1,20.8,1.0,not fire,Bouira,0
2021-09-21,31,12,0.4,87,47.1,7.5,91.9,0.2,12.4,0.1,not fire,Bouira,0
2021-09-22,31,15,9.0,89,35.2,3.3,7.3,0.0,3.3,0.0,not fire,Bouira,0
2021-09-23,38,8,0.2,60,75.2,4.1,10.0,1.2,4.1,0.5,not fire,Bouira,0
2021-09-24,40,17,0.0,41,91.8,8.4,18.9,13.1,8.4,11.7,fire,Bouira,1
2021-09-25,36,14,0.0,55,90.8,11.4,27.1,9.8,11.4,10.5,not fire,Bouira,0
2021-09-26,32,10,0.0,83,84.8,12.4,34.5,3.4,13.1,4.2,not fire,Bouira,0
2021-09-27,30,12,0.0,96,78.7,12.6,41.6,1.8,14.4,2.1,not fire,Bouira,0
2021-09-28,30,12,0.0,69,84.4,14.3,48.7,3.5,16.5,5.1,not fire,Bouira,0
2021-09-29,31,14,0.0,72,85.1,15.9,56.0,4.3,18.6,6.7,not fire,Bouira,0
2021-09-30,28,12,0.0,81,84.4,16.9,62.8,3.5,20.2,5.8,not fire,Bouira,0
2021-06-01,39,33,0.0,20,96.3,14.4,25.4,54.7,14.3,40.2,fire,Khenchela,1
2021-06-02,38,18,0.0,29,95.9,21.8,35.7,24.4,21.5,27.8,fire,Khenchela,1
2021-06-03,37,17,0.0,24,96.0,29.4,45.7,23.3,29.1,30.9,fire,Khenchela,1
2021-06-04,38,21,0.0,17,97.0,37.9,56.0,32.5,37.1,42.9,fire,Khenchela,1
2021-06-05,37,16,0.0,19,97.0,46.0,66.0,25.4,45.7,40.0,fire,Khenchela,1
2021-06-06,37,15,0.0,21,97.1,54.0,76.1,31.6,53.6,41.9,fire,Khenchela,1
2021-06-07,37,21,0.0,24,96.8,61.6,86.2,1.8,61.2,52.5,fire,Khenchela,1
2021-06-08,36,12,0.5,57,78.6,33.4,74.0,33.7,33.3,4.1,not fire,Khenchela,0
2021-06-09,38,30,0.0,30,93.9,40.6,84.3,35.7,40.5,45.5,fire,Khenchela,1
2021-06-10,38,31,0.0,33,94.0,47.5,94.5,24.9,47.4,50.5,fire,Khenchela,1
2021-06-11,38,17,0.0,19,96.5,55.8,104.8,33.9,55.6,43.2,fire,Khenchela,1
2021-06-12,36,23,0.0,20,96.5,63.7,114.6,1.6,63.4,55.7,fire,Khenchela,1
2021-06-13,31,12,0.1,75,77.2,54.8,123.6,2.4,54.8,5.2,not fire,Khenchela,0
2021-06-14,34,17,0.5,53,79.1,30.4,109.0,8.7,35.9,5.8,not fire,Khenchela,0
2021-06-15,33,21,0.0,57,87.6,34.3,118.4,9.7,39.8,17.9,fire,Khenchela,1
2021-06-16,29,23,0.0,62,87.6,37.3,127.0,12.9,43.0,20.2,fire,Khenchela,1
2021-06-17,29,29,0.0,67,97.5,39.9,135.2,9.8,46.0,25.5,fire,Khenchela,1
2021-06-18,30,19,0.0,49,89.1,44.1,144.4,8.0,50.0,21.9,fire,Khenchela,1
2021-06-19,31,15,0.0,52,89.1,48.2,153.4,9.0,54.0,19.8,fire,Khenchela,1
2021-06-20,32,17,0.0,51,89.2,52.4,162.2,9.1,58.1,22.3,fire,Khenchela,1
2021-06-21,32,14,0.0,44,90.4,57.3,171.7,10.4,62.5,23.4,fire,Khenchela,1
2021-06-22,34,12,0.0,36,92.2,63.2,181.3,13.8,67.5,27.2,fire,Khenchela,1
2021-06-23,36,12,0.0,29,94.0,70.2,191.2,13.8,73.2,33.5,fire,Khenchela,1
2021-06-24,36,15,0.0,28,94.3,77.2,201.0,16.7,78.8,39.3,fire,Khenchela,1
2021-06-25,34,27,0.0,27,94.3,83.9,210.6,30.7,84.1,59.6,fire,Khenchela,1
2021-06-26,34,21,0.0,22,95.2,91.1,220.1,25.6,91.1,55.2,fire,Khenchela,1
2021-06-27,36,11,0.0,26,95.2,98.4,230.0,15.6,98.3,41.8,fire,Khenchela,1
2021-06-28,37,12,0.0,26,95.3,105.8,240.0,16.5,105.7,44.7,fire,Khenchela,1
2021-06-29,38,22,0.0,21,96.1,113.9,250.3,30.4,113.8,67.3,fire,Khenchela,1
2021-06-30,38,26,0.2,22,94.0,76.3,249.8,28.0,86.5,57.0,fire,Khenchela,1
2021-07-01,39,33,0.0,20,96.3,13.5,25.7,54.7,13.4,39.3,fire,Khenchela,1
2021-07-02,38,18,0.0,29,95.9,20.1,36.3,24.4,19.9,26.8,fire,Khenchela,1
2021-07-03,37,17,0.0,24,96.0,26.9,46.6,23.3,29.7,29.7,fire,Khenchela,1
2021-07-04,38,21,0.0,17,97.0,34.5,57.2,32.5,34.2,41.2,fire,Khenchela,1
2021-07-05,37,16,0.0,19,97.0,41.7,67.5,25.4,41.5,38.3,fire,Khenchela,1
2021-07-06,37,15,0.0,21,97.1,48.8,77.9,32.9,48.5,48.5,fire,Khenchela,1
2021-07-07,37,21,0.0,24,96.8,55.6,88.3,24.6,55.3,42.8,fire,Khenchela,1
2021-07-08,36,12,0.5,57,79.6,30.2,76.3,1.8,30.4,3.8,not fire,Khenchela,0
2021-07-09,38,30,0.0,30,93.9,36.6,86.9,33.7,36.6,43.5,fire,Khenchela,1
2021-07-10,38,31,0.0,33,94.0,42.8,97.4,35.7,42.7,48.3,fire,Khenchela,1
2021-07-11,38,17,0.0,19,96.5,50.2,108.0,24.9,50.1,41.2,fire,Khenchela,1
2021-07-12,36,23,0.0,20,96.5,57.2,118.2,33.9,57.1,53.2,fire,Khenchela,1
2021-07-13,31,12,0.1,75,77.2,49.5,127.4,1.6,50.2,4.9,not fire,Khenchela,0
2021-07-14,34,17,0.5,53,79.1,27.3,112.9,2.4,34.1,5.6,not fire,Khenchela,0
2021-07-15,33,21,0.0,57,87.6,30.8,122.6,8.7,37.8,17.5,not fire,Khenchela,0
2021-07-16,29,23,0.0,62,87.6,33.5,131.5,9.7,43.7,19.7,fire,Khenchela,1
2021-07-17,29,29,0.0,67,87.5,35.8,140.4,12.9,47.6,24.8,fire,Khenchela,1
2021-07-18,30,19,0.0,49,89.1,39.5,149.5,9.8,51.4,21.3,fire,Khenchela,1
2021-07-19,31,15,0.0,52,89.1,43.2,158.8,8.0,55.3,19.3,fire,Khenchela,1
2021-07-20,32,17,0.0,51,89.2,47.0,168.3,9.0,59.6,21.7,fire,Khenchela,1
2021-07-21,32,14,0.0,44,90.4,51.3,177.7,9.1,64.5,22.8,fire,Khenchela,1
2021-07-22,34,12,0.0,36,92.2,56.6,187.6,10.7,70.0,26.6,fire,Khenchela,1
2021-07-23,36,12,0.0,29,94.0,62.8,197.7,16.7,75.5,32.8,fire,Khenchela,1
2021-07-24,36,15,0.0,28,94.3,75.1,207.9,30.7,80.6,38.5,fire,Khenchela,1
2021-07-25,34,27,0.0,27,94.3,81.5,217.8,25.6,86.0,58.4,fire,Khenchela,1
2021-07-26,34,21,0.0,22,95.2,87.9,227.6,15.6,91.4,53.7,fire,Khenchela,1
2021-07-27,36,11,0.0,26,95.2,94.4,247.9,16.9,96.7,40.4,fire,Khenchela,1
2021-07-28,37,12,0.0,26,95.3,101.5,258.3,29.7,102.4,63.7,fire,Khenchela,1
2021-07-29,38,22,0.0,21,96.1,108.7,268.9,30.5,108.7,66.2,fire,Khenchela,1
2021-07-30,38,26,0.2,22,93.9,73.2,268.2,27.7,87.0,56.8,fire,Khenchela,1
2021-07-31,37,26,0.0,36,86.5,6.7,17.9,21.3,6.9,15.9,fire,Khenchela,1
2021-08-01,37,26,0.0,36,86.5,6.7,17.9,21.3,6.9,15.9,fire,Khenchela,1
2021-08-02,36,32,0.0,25,88.5,7.3,20.7,46.5,7.8,29.0,fire,Khenchela,1
2021-08-04,36,34,0.0,20,84.0,8.2,26.2,29.2,9.2,22.2,fire,Khenchela,1
2021-08-05,35,7,0.0,74,85.1,8.9,29.2,3.8,10.1,4.1,not fire,Khenchela,0
2021-08-06,38,5,0.0,43,87.5,9.8,32.4,4.5,11.2,5.2,not fire,Khenchela,0
2021-08-11,37,14,0.0,20,91.3,14.4,47.2,16.2,16.4,18.2,fire,Khenchela,1
2021-08-12,38,10,0.0,18,91.4,15.4,50.2,11.8,17.4,14.9,fire,Khenchela,1
2021-08-13,38,23,0.0,18,90.8,15.9,53.0,31.2,18.2,30.6,fire,Khenchela,1
2021-08-14,35,20,0.0,26,89.2,16.2,55.5,19.4,18.7,22.3,fire,Khenchela,1
2021-08-15,33,14,0.0,37,88.8,16.6,58.1,11.3,19.3,15.2,fire,Khenchela,1
2021-08-16,34,15,0.1,35,71.0,13.5,60.6,2.2,17.3,3.1,not fire,Khenchela,0
2021-08-17,33,29,2.1,31,42.9,5.2,2.3,0.6,4.6,0.3,not fire,Khenchela,0
2021-08-18,31,11,1.8,43,33.5,2.0,2.4,0.0,1.7,0.0,not fire,Khenchela,0
2021-08-19,32,18,1.8,35,35.1,0.6,2.6,0.1,0.8,0.0,not fire,Khenchela,0
2021-08-20,34,29,4.3,44,37.7,0.2,2.5,0.2,0.4,0.1,not fire,Khenchela,0
2021-08-21,33,20,0.1,46,52.3,0.2,4.9,1.1,0.3,0.2,not fire,Khenchela,0
2021-08-22,32,20,0.0,45,73.2,0.4,7.3,3.6,0.7,0.9,not fire,Khenchela,0
2021-08-23,32,10,0.0,27,80.1,0.7,9.9,2.6,1.2,0.7,not fire,Khenchela,0
2021-08-24,34,11,0.4,42,47.2,0.4,2.6,0.3,0.5,0.1,not fire,Khenchela,0
2021-08-25,34,18,0.7,39,41.8,0.5,2.8,0.2,0.7,0.1,not fire,Khenchela,0
2021-08-26,36,19,0.7,41,33.1,0.2,2.6,0.0,0.3,0.0,not fire,Khenchela,0
2021-08-27,34,27,0.0,66,63.4,0.6,5.3,4.4,1.0,1.6,not fire,Khenchela,0
2021-08-28,35,22,0.0,40,76.4,0.9,7.8,5.0,1.4,2.2,not fire,Khenchela,0
2021-08-29,33,17,0.4,44,46.6,0.2,2.5,0.4,0.4,0.1,not fire,Khenchela,0
2021-08-30,33,26,0.0,49,71.1,0.5,5.0,5.3,0.8,2.1,not fire,Khenchela,0
2021-08-31,33,22,0.0,31,81.6,0.8,7.5,8.0,1.3,4.0,not fire,Khenchela,0
2021-09-01,35,32,0.1,52,87.4,7.1,23.0,14.7,8.0,12.7,not fire,Khenchela,0
2021-09-02,38,28,0.0,43,91.6,11.1,31.5,22.0,11.8,20.0,fire,Khenchela,1
2021-09-03,36,24,0.1,41,89.8,12.3,39.7,14.0,13.9,15.3,fire,Khenchela,1
2021-09-04,35,18,0.1,33,90.6,13.7,47.7,11.6,16.0,14.2,fire,Khenchela,1
2021-09-05,35,24,0.0,59,89.9,16.3,55.7,14.2,18.9,17.9,fire,Khenchela,1
2021-09-06,31,20,0.3,60,77.0,11.0,51.7,2.4,14.3,3.0,not fire,Khenchela,0
2021-09-07,31,22,0.0,56,87.1,13.7,59.0,8.6,17.2,11.6,not fire,Khenchela,0
2021-09-08,34,15,2.1,54,76.3,8.0,7.8,1.8,7.6,0.9,not fire,Khenchela,0
2021-09-09,34,19,0.4,59,78.1,6.2,7.8,2.5,5.9,1.5,not fire,Khenchela,0
2021-09-10,32,20,0.0,56,87.4,8.8,15.3,8.1,8.6,7.9,not fire,Khenchela,0
2021-09-11,30,24,0.0,66,87.5,10.7,22.4,10.0,10.6,10.4,not fire,Khenchela,0
2021-09-12,30,24,0.0,64,87.5,12.7,29.5,10.0,12.6,11.3,not fire,Khenchela,0
2021-09-13,32,15,0.0,49,89.4,15.7,37.0,8.4,15.6,10.8,not fire,Khenchela,0
2021-09-14,34,8,0.0,40,91.4,19.4,44.8,7.8,19.4,11.3,not fire,Khenchela,0
2021-09-15,35,18,0.1,40,89.1,19.5,52.8,9.4,20.3,13.5,not fire,Khenchela,0
2021-09-16,34,23,0.0,40,91.4,23.2,0.0,16.8,23.7,22.4,fire,Khenchela,1
2021-09-17,33,28,0.0,38,91.7,27.0,68.3,22.5,27.1,29.2,fire,Khenchela,1
2021-09-18,36,23,0.0,25,94.8,31.9,76.4,26.9,31.9,35.3,fire,Khenchela,1
2021-09-19,36,23,0.0,30,94.9,36.6,84.6,27.1,36.5,37.7,fire,Khenchela,1
2021-09-20,27,15,0.5,39,76.4,19.4,69.3,1.8,22.8,3.0,not fire,Khenchela,0
2021-09-21,23,17,0.3,65,64.0,11.9,63.4,1.2,16.2,0.9,not fire,Khenchela,0
2021-09-22,29,27,0.0,63,83.8,13.9,70.4,7.0,18.6,10.2,not fire,Khenchela,0
2021-09-23,31,21,0.0,42,90.2,17.2,77.6,12.7,22.1,17.7,fire,Khenchela,1
2021-09-24,35,30,0.0,34,92.8,21.4,85.6,28.9,26.4,34.1,fire,Khenchela,1
2021-09-25,37,20,0.0,35,93.0,25.9,94.0,18.0,30.6,26.5,fire,Khenchela,1
2021-09-26,34,22,0.0,20,95.6,30.9,101.8,18.3,35.1,38.2,fire,Khenchela,1
2021-09-27,32,17,0.1,38,88.3,29.2,109.3,7.9,35.0,15.6,fire,Khenchela,1
2021-09-28,31,18,0.0,87,83.2,29.9,116.6,4.1,36.5,9.4,not fire,Khenchela,0
2021-09-29,29,20,0.0,63,86.2,31.9,123.5,6.8,38.8,14.6,not fire,Khenchela,0
2021-09-30,25,15,0.0,67,86.2,33.4,129.7,5.3,40.7,12.4,not fire,Khenchela,0
2017-06-01,28,11,4.7,72,54.8,4.3,8.4,0.5,4.2,0.2,not fire,Tipaza,0
2017-06-02,30,12,0.0,63,80.7,7.3,17.2,2.2,7.3,1.5,not fire,Tipaza,0
2017-06-03,29,15,6.8,58,67.0,6.0,8.6,1.2,5.7,0.6,not fire,Tipaza,0
2017-06-04,27,8,20.2,78,42.7,3.7,8.3,0.1,3.7,0.0,not fire,Tipaza,0
2017-06-05,22,18,12.6,82,37.0,2.2,7.4,0.0,2.5,0.0,not fire,Tipaza,0
2017-06-06,26,12,0.0,68,70.7,4.4,15.4,1.2,5.2,0.5,not fire,Tipaza,0
2017-06-07,28,14,0.0,57,84.8,7.7,23.9,4.1,8.6,4.1,not fire,Tipaza,0
2017-06-08,31,12,0.0,59,87.3,11.2,32.9,5.3,12.1,6.3,not fire,Tipaza,0
2017-06-09,30,12,0.0,68,87.3,13.8,41.7,5.3,15.1,7.2,not fire,Tipaza,0
2017-06-10,27,13,0.0,84,83.7,15.0,49.9,3.4,17.1,5.0,not fire,Tipaza,0
2017-06-11,29,13,0.0,73,84.5,17.1,58.6,3.8,19.8,6.1,not fire,Tipaza,0
2017-06-12,31,13,0.0,65,86.3,20.1,67.6,4.8,23.1,8.4,not fire,Tipaza,0
2017-06-13,36,13,0.0,50,89.8,25.0,77.4,8.0,27.7,13.9,fire,Tipaza,1
2017-06-14,33,12,0.0,40,91.3,30.4,86.8,9.4,32.4,17.0,fire,Tipaza,1
2017-06-15,32,13,0.0,55,90.2,34.3,95.9,8.5,36.2,16.7,fire,Tipaza,1
2017-06-16,33,15,0.0,60,89.4,37.9,105.6,3.4,39.9,17.5,fire,Tipaza,1
2017-06-17,32,15,0.1,58,82.9,35.2,114.5,6.3,39.8,8.5,not fire,Tipaza,0
2017-06-18,31,16,0.0,59,87.1,38.7,123.4,4.9,43.4,14.7,fire,Tipaza,1
2017-06-19,30,13,0.0,74,86.3,40.8,132.2,5.2,46.1,12.4,not fire,Tipaza,0
2017-06-20,32,14,0.0,70,86.4,43.4,141.4,5.2,49.1,13.5,not fire,Tipaza,0
2017-06-21,30,14,0.0,70,86.4,45.9,150.2,5.2,52.0,14.0,fire,Tipaza,1
2017-06-22,31,14,0.0,50,88.9,50.1,159.2,7.4,56.1,19.0,fire,Tipaza,1
2017-06-23,34,13,0.0,45,90.6,55.2,168.7,8.9,60.7,22.5,fire,Tipaza,1
2017-06-24,38,14,0.0,36,92.7,12.6,25.2,12.7,12.5,13.6,fire,Tipaza,1
2017-06-25,38,14,0.0,36,92.7,15.1,19.9,12.7,14.8,14.7,fire,Tipaza,1
2017-06-26,35,18,2.6,33,82.3,8.5,9.7,5.5,8.2,5.3,not fire,Tipaza,0
2017-06-27,36,12,1.1,44,81.4,15.2,14.3,2.4,10.6,6.2,not fire,Tipaza,0
2017-06-28,31,28,0.9,43,81.6,11.1,9.0,5.5,14.5,10.4,not fire,Tipaza,0
2017-06-29,29,20,0.0,53,87.6,14.8,17.6,8.4,17.6,12.2,not fire,Tipaza,0
2017-06-30,26,21,0.6,58,70.0,9.6,8.1,1.9,9.1,1.3,not fire,Tipaza,0
2017-07-01,25,21,2.2,74,56.5,3.8,8.2,0.9,3.7,0.3,not fire,Tipaza,0
2017-07-02,25,17,0.0,71,77.3,5.5,16.4,2.1,6.0,1.0,not fire,Tipaza,0
2017-07-03,29,16,0.0,65,84.8,8.0,25.3,4.6,8.6,4.7,not fire,Tipaza,0
2017-07-04,33,13,0.0,58,87.8,11.4,35.0,6.0,12.5,7.3,not fire,Tipaza,0
2017-07-05,35,11,0.0,37,92.0,16.7,45.0,9.9,17.3,13.1,fire,Tipaza,1
2017-07-06,37,8,0.0,37,92.6,22.3,55.3,9.3,22.3,14.0,fire,Tipaza,1
2017-07-07,36,11,0.0,23,95.2,29.1,65.5,15.5,29.0,23.2,fire,Tipaza,1
2017-07-08,33,14,4.7,65,69.2,11.0,9.6,1.2,10.5,0.8,not fire,Tipaza,0
2017-07-09,32,13,0.0,53,86.6,14.6,19.1,5.0,14.3,6.6,not fire,Tipaza,0
2017-07-10,35,13,0.0,54,89.0,18.5,29.1,7.1,18.3,10.2,not fire,Tipaza,0
2017-07-11,37,8,0.4,31,86.4,15.2,24.6,3.8,15.0,5.2,not fire,Tipaza,0
2017-07-12,38,12,0.0,39,92.2,20.8,35.1,10.7,20.7,15.0,fire,Tipaza,1
2017-07-13,38,15,0.0,44,92.2,26.0,45.7,12.5,25.8,18.8,fire,Tipaza,1
2017-07-14,36,14,0.0,47,92.2,30.6,55.9,11.9,30.4,19.6,fire,Tipaza,1
2017-07-15,32,15,0.0,71,87.5,32.6,65.3,6.4,32.7,12.7,not fire,Tipaza,0
2017-07-16,32,18,0.0,67,87.6,35.4,74.8,7.5,35.3,15.0,fire,Tipaza,1
2017-07-17,32,14,0.0,58,87.9,38.7,84.3,6.5,38.6,14.0,fire,Tipaza,1
2017-07-18,35,6,0.1,52,86.1,37.1,94.3,3.3,37.4,7.9,not fire,Tipaza,0
2017-07-19,36,17,0.6,43,77.3,18.8,77.1,2.1,23.4,3.7,not fire,Tipaza,0
2017-07-20,34,14,0.1,63,81.3,18.2,86.9,2.6,23.9,4.8,not fire,Tipaza,0
2017-07-21,32,15,0.0,75,84.2,20.1,96.3,4.0,26.4,7.6,not fire,Tipaza,0
2017-07-22,33,14,0.0,66,86.4,22.8,106.0,5.2,29.7,10.2,not fire,Tipaza,0
2017-07-23,36,12,1.2,49,79.5,12.9,58.8,2.0,16.7,2.7,not fire,Tipaza,0
